PCA1,PCA2,client_id,cluster
1.4959124596443536,-1.3708749560067373,CLIENT001,1
-1.0527006848504425,-0.36215876171190853,CLIENT002,1
1.1936910806506595,0.8493115320019025,CLIENT003,0
-0.0095760418558045,1.974471183633386,CLIENT004,0
1.8544437938904146,-1.3000670735634607,CLIENT005,2
-1.485819028507628,0.09031257654425176,CLIENT006,1
-0.7427034472158233,0.31778693954327214,CLIENT007,1
-0.4727260072383451,-1.7437301161769518,CLIENT008,1
-1.6044257003884725,-1.2592829858993184,CLIENT009,1
-1.1968294882461186,1.7582127637586964,CLIENT010,0
-0.024711801888797274,4.4405965561732135,CLIENT011,0
0.44601818417372946,0.8285394227899932,CLIENT012,0
-1.6381067904396456,-1.395257570678539,CLIENT013,1
-1.8167250597860236,-1.27630746808169,CLIENT014,1
0.3654441992356891,1.1913510109635657,CLIENT015,0
0.9309409485977299,0.9351043249581363,CLIENT016,0
0.3035773142431029,-1.0916052134538294,CLIENT017,1
-2.024662130000338,-0.7956989030769215,CLIENT018,1
0.15609690160702047,-1.558219996845332,CLIENT019,1
-1.015657308047992,-0.26866670395531295,CLIENT020,1
-0.3797001787764111,1.1449333904766748,CLIENT021,0
1.2545665108068336,3.104793586748262,CLIENT022,0
4.968428961840374,-2.7376728700384385,CLIENT023,2
0.09303669611551363,-1.1952546689317287,CLIENT024,1
0.5650145156697491,1.426643676197896,CLIENT025,0
-1.0979297138844801,-1.1906804535907471,CLIENT026,1
-1.4180260762406482,-1.0892979221439358,CLIENT027,1
0.8292920826229947,0.7680915559922765,CLIENT028,0
-1.146307897830231,0.44716117227249286,CLIENT029,1
-0.29944122988898214,0.16580976458495109,CLIENT030,1
-1.1232346622424216,2.434230474527869,CLIENT031,0
1.0446204278734819,0.1944588620081516,CLIENT032,0
5.27774206646165,-2.913346669526074,CLIENT033,2
0.14746545679176606,1.3248331025528906,CLIENT034,0
2.260260869290634,0.830350050690671,CLIENT035,0
-0.5083522977717327,-0.23537749920537404,CLIENT036,1
1.467935945788486,2.088041515488101,CLIENT037,0
0.39951171038847055,1.8582484782805762,CLIENT038,0
4.918431037721804,-1.531593478090957,CLIENT039,2
-0.86836544745557,2.1136125043404466,CLIENT040,0
-2.3448978938991103,0.1870312850637899,CLIENT041,1
-1.7099533508706004,-0.7050775553963549,CLIENT042,1
-0.8631520802280621,0.6966892175109439,CLIENT043,1
-1.6551724090308984,-1.3051286821759718,CLIENT044,1
-0.16450003983702105,-1.2183647518335021,CLIENT045,1
-2.076996363988063,-0.9365007188909439,CLIENT046,1
-1.2245514764440462,-0.38914157154857226,CLIENT047,1
-0.9715793293358072,-1.6560851936092547,CLIENT048,1
1.0220144136920448,1.375305888541163,CLIENT049,0
-1.9538629423344545,-1.2780599513185735,CLIENT050,1
0.24330904321514366,-0.8737611395909792,CLIENT051,1
-0.9557182361720843,-0.9716589296233793,CLIENT052,1
0.3210181594137847,1.3728802824424207,CLIENT053,0
0.3905442358145336,1.4886138538022684,CLIENT054,0
-0.7040150595424346,-0.31110680275675,CLIENT055,1
-0.9079785699080007,-0.5272629325567662,CLIENT056,1
-0.09889796150271814,2.0422753149014503,CLIENT057,0
0.9656789822764625,-0.7019366427122751,CLIENT058,1
-0.5103736470645915,-0.9470394214849046,CLIENT059,1
-0.7183564510120979,-0.47255597610048544,CLIENT060,1
-0.2299956716324176,-1.5997241042959343,CLIENT061,1
3.9920757203158206,0.3066848013712469,CLIENT062,2
-0.40558751143691973,1.3499035571821807,CLIENT063,0
-1.231886451838406,-1.1042098150798894,CLIENT064,1
0.05832964674129202,1.8061213476191362,CLIENT065,0
-0.16342251214295672,1.4632502809817947,CLIENT066,0
-0.8920907395101133,-0.3844330441025795,CLIENT067,1
-1.9894733270587401,-0.6293212291342714,CLIENT068,1
1.2805722187738957,-1.2035399030101572,CLIENT069,1
-1.677807834422089,-0.6577623292364577,CLIENT070,1
-0.9656393994453107,3.096174164080509,CLIENT071,0
-1.1045493580794348,-0.8818231143174525,CLIENT072,1
-1.4038670071687753,-0.24557283723544257,CLIENT073,1
-1.7676017729661326,-1.1889787574539146,CLIENT074,1
-1.0224084702065277,-1.775606526023302,CLIENT075,1
0.48277706755408617,-0.5360917354535746,CLIENT076,1
-0.16226246898931176,-0.7473663589300795,CLIENT077,1
-1.3147854616042867,0.22591828882964687,CLIENT078,1
-1.5050540742492267,0.1740101396508695,CLIENT079,1
4.945290918654746,-1.4917205243667262,CLIENT080,2
1.3539144414043167,2.327888388774614,CLIENT081,0
-1.9457413062030895,-0.8511429735406584,CLIENT082,1
-1.6123290007123736,0.08306108945211729,CLIENT083,1
-1.5638447335728942,-1.0497477970227653,CLIENT084,1
-0.4695084721487182,1.387854655129936,CLIENT085,0
-0.9326108486701544,-1.376277482570492,CLIENT086,1
1.6752035197881194,1.3158855804476262,CLIENT087,0
1.640824759553331,1.057084971154876,CLIENT088,0
2.6105446318786,-0.10188195381165445,CLIENT089,0
0.7388255255441741,-2.3687228232220283,CLIENT090,1
-2.245045561665561,-0.4825949517745879,CLIENT091,1
0.7714529568782701,-2.4367070808919924,CLIENT092,1
1.4788513518395703,1.2810016465988832,CLIENT093,0
-0.6480502818638723,-0.0360567134780105,CLIENT094,1
0.18915896439775276,1.4433920654400414,CLIENT095,0
2.2883271438351165,0.5458516622171847,CLIENT096,0
2.852884200323138,0.5602252357871796,CLIENT097,2
0.30016118142555254,1.8784263452325458,CLIENT098,0
2.4734336235739467,-0.43996144752023686,CLIENT099,0
-0.008054800994945212,-0.5544074236919235,CLIENT100,1
